4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01
4.020000000000000240e-01,4.020000000000000240e-01,4.020000000000000240e-01,4.020000000000000240e-01,4.020000000000000240e-01
4.040000000000000258e-01,4.040000000000000258e-01,4.040000000000000258e-01,4.040000000000000258e-01,4.040000000000000258e-01
4.060000000000000275e-01,4.060000000000000275e-01,4.060000000000000275e-01,4.060000000000000275e-01,4.060000000000000275e-01
4.080000000000000293e-01,4.080000000000000293e-01,4.080000000000000293e-01,4.080000000000000293e-01,4.080000000000000293e-01
4.100000000000000311e-01,4.100000000000000311e-01,4.100000000000000311e-01,4.100000000000000311e-01,4.100000000000000311e-01
4.120000000000000329e-01,4.120000000000000329e-01,4.120000000000000329e-01,4.120000000000000329e-01,4.120000000000000329e-01
4.140000000000000346e-01,4.140000000000000346e-01,4.140000000000000346e-01,4.140000000000000346e-01,4.140000000000000346e-01
4.160000000000000364e-01,4.160000000000000364e-01,4.160000000000000364e-01,4.160000000000000364e-01,4.160000000000000364e-01
4.180000000000000382e-01,4.180000000000000382e-01,4.180000000000000382e-01,4.180000000000000382e-01,4.180000000000000382e-01
4.200000000000000400e-01,4.200000000000000400e-01,4.200000000000000400e-01,4.200000000000000400e-01,4.200000000000000400e-01
4.220000000000000417e-01,4.220000000000000417e-01,4.220000000000000417e-01,4.220000000000000417e-01,4.220000000000000417e-01
4.240000000000000435e-01,4.240000000000000435e-01,4.240000000000000435e-01,4.240000000000000435e-01,4.240000000000000435e-01
4.260000000000000453e-01,4.260000000000000453e-01,4.260000000000000453e-01,4.260000000000000453e-01,4.260000000000000453e-01
4.279999999999999916e-01,4.279999999999999916e-01,4.279999999999999916e-01,4.279999999999999916e-01,4.279999999999999916e-01
4.299999999999999933e-01,4.299999999999999933e-01,4.299999999999999933e-01,4.299999999999999933e-01,4.299999999999999933e-01
4.319999999999999951e-01,4.319999999999999951e-01,4.319999999999999951e-01,4.319999999999999951e-01,4.319999999999999951e-01
4.339999999999999969e-01,4.339999999999999969e-01,4.339999999999999969e-01,4.339999999999999969e-01,4.339999999999999969e-01
4.359999999999999987e-01,4.359999999999999987e-01,4.359999999999999987e-01,4.359999999999999987e-01,4.359999999999999987e-01
4.380000000000000004e-01,4.380000000000000004e-01,4.380000000000000004e-01,4.380000000000000004e-01,4.380000000000000004e-01
4.400000000000000022e-01,4.400000000000000022e-01,4.400000000000000022e-01,4.400000000000000022e-01,4.400000000000000022e-01
4.420000000000000040e-01,4.420000000000000040e-01,4.420000000000000040e-01,4.420000000000000040e-01,4.420000000000000040e-01
4.440000000000000058e-01,4.440000000000000058e-01,4.440000000000000058e-01,4.440000000000000058e-01,4.440000000000000058e-01
4.460000000000000075e-01,4.460000000000000075e-01,4.460000000000000075e-01,4.460000000000000075e-01,4.460000000000000075e-01
4.480000000000000093e-01,4.480000000000000093e-01,4.480000000000000093e-01,4.480000000000000093e-01,4.480000000000000093e-01
4.500000000000000111e-01,4.500000000000000111e-01,4.500000000000000111e-01,4.500000000000000111e-01,4.500000000000000111e-01
4.520000000000000129e-01,4.520000000000000129e-01,4.520000000000000129e-01,4.520000000000000129e-01,4.520000000000000129e-01
4.540000000000000147e-01,4.540000000000000147e-01,4.540000000000000147e-01,4.540000000000000147e-01,4.540000000000000147e-01
4.560000000000000164e-01,4.560000000000000164e-01,4.560000000000000164e-01,4.560000000000000164e-01,4.560000000000000164e-01
4.580000000000000182e-01,4.580000000000000182e-01,4.580000000000000182e-01,4.580000000000000182e-01,4.580000000000000182e-01
4.600000000000000200e-01,4.600000000000000200e-01,4.600000000000000200e-01,4.600000000000000200e-01,4.600000000000000200e-01
4.620000000000000218e-01,4.620000000000000218e-01,4.620000000000000218e-01,4.620000000000000218e-01,4.620000000000000218e-01
4.640000000000000235e-01,4.640000000000000235e-01,4.640000000000000235e-01,4.640000000000000235e-01,4.640000000000000235e-01
4.660000000000000253e-01,4.660000000000000253e-01,4.660000000000000253e-01,4.660000000000000253e-01,4.660000000000000253e-01
4.680000000000000271e-01,4.680000000000000271e-01,4.680000000000000271e-01,4.680000000000000271e-01,4.680000000000000271e-01
4.700000000000000289e-01,4.700000000000000289e-01,4.700000000000000289e-01,4.700000000000000289e-01,4.700000000000000289e-01
4.719999999999999751e-01,4.719999999999999751e-01,4.719999999999999751e-01,4.719999999999999751e-01,4.719999999999999751e-01
4.739999999999999769e-01,4.739999999999999769e-01,4.739999999999999769e-01,4.739999999999999769e-01,4.739999999999999769e-01
4.759999999999999787e-01,4.759999999999999787e-01,4.759999999999999787e-01,4.759999999999999787e-01,4.759999999999999787e-01
4.779999999999999805e-01,4.779999999999999805e-01,4.779999999999999805e-01,4.779999999999999805e-01,4.779999999999999805e-01
4.799999999999999822e-01,4.799999999999999822e-01,4.799999999999999822e-01,4.799999999999999822e-01,4.799999999999999822e-01
4.819999999999999840e-01,4.819999999999999840e-01,4.819999999999999840e-01,4.819999999999999840e-01,4.819999999999999840e-01
4.839999999999999858e-01,4.839999999999999858e-01,4.839999999999999858e-01,4.839999999999999858e-01,4.839999999999999858e-01
4.859999999999999876e-01,4.859999999999999876e-01,4.859999999999999876e-01,4.859999999999999876e-01,4.859999999999999876e-01
4.879999999999999893e-01,4.879999999999999893e-01,4.879999999999999893e-01,4.879999999999999893e-01,4.879999999999999893e-01
4.899999999999999911e-01,4.899999999999999911e-01,4.899999999999999911e-01,4.899999999999999911e-01,4.899999999999999911e-01
4.919999999999999929e-01,4.919999999999999929e-01,4.919999999999999929e-01,4.919999999999999929e-01,4.919999999999999929e-01
4.939999999999999947e-01,4.939999999999999947e-01,4.939999999999999947e-01,4.939999999999999947e-01,4.939999999999999947e-01
4.959999999999999964e-01,4.959999999999999964e-01,4.959999999999999964e-01,4.959999999999999964e-01,4.959999999999999964e-01
4.979999999999999982e-01,4.979999999999999982e-01,4.979999999999999982e-01,4.979999999999999982e-01,4.979999999999999982e-01
5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
5.020000000000000018e-01,5.020000000000000018e-01,5.020000000000000018e-01,5.020000000000000018e-01,5.020000000000000018e-01
5.040000000000000036e-01,5.040000000000000036e-01,5.040000000000000036e-01,5.040000000000000036e-01,5.040000000000000036e-01
5.060000000000000053e-01,5.060000000000000053e-01,5.060000000000000053e-01,5.060000000000000053e-01,5.060000000000000053e-01
5.080000000000000071e-01,5.080000000000000071e-01,5.080000000000000071e-01,5.080000000000000071e-01,5.080000000000000071e-01
5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01
5.120000000000000107e-01,5.120000000000000107e-01,5.120000000000000107e-01,5.120000000000000107e-01,5.120000000000000107e-01
5.140000000000000124e-01,5.140000000000000124e-01,5.140000000000000124e-01,5.140000000000000124e-01,5.140000000000000124e-01
5.160000000000000142e-01,5.160000000000000142e-01,5.160000000000000142e-01,5.160000000000000142e-01,5.160000000000000142e-01
5.180000000000000160e-01,5.180000000000000160e-01,5.180000000000000160e-01,5.180000000000000160e-01,5.180000000000000160e-01
5.200000000000000178e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.200000000000000178e-01
5.220000000000000195e-01,5.220000000000000195e-01,5.220000000000000195e-01,5.220000000000000195e-01,5.220000000000000195e-01
5.240000000000000213e-01,5.240000000000000213e-01,5.240000000000000213e-01,5.240000000000000213e-01,5.240000000000000213e-01
5.260000000000000231e-01,5.260000000000000231e-01,5.260000000000000231e-01,5.260000000000000231e-01,5.260000000000000231e-01
5.280000000000000249e-01,5.280000000000000249e-01,5.280000000000000249e-01,5.280000000000000249e-01,5.280000000000000249e-01
5.300000000000000266e-01,5.300000000000000266e-01,5.300000000000000266e-01,5.300000000000000266e-01,5.300000000000000266e-01
5.320000000000000284e-01,5.320000000000000284e-01,5.320000000000000284e-01,5.320000000000000284e-01,5.320000000000000284e-01
5.340000000000000302e-01,5.340000000000000302e-01,5.340000000000000302e-01,5.340000000000000302e-01,5.340000000000000302e-01
5.360000000000000320e-01,5.360000000000000320e-01,5.360000000000000320e-01,5.360000000000000320e-01,5.360000000000000320e-01
5.380000000000000338e-01,5.380000000000000338e-01,5.380000000000000338e-01,5.380000000000000338e-01,5.380000000000000338e-01
5.400000000000000355e-01,5.400000000000000355e-01,5.400000000000000355e-01,5.400000000000000355e-01,5.400000000000000355e-01
5.420000000000000373e-01,5.420000000000000373e-01,5.420000000000000373e-01,5.420000000000000373e-01,5.420000000000000373e-01
5.440000000000000391e-01,5.440000000000000391e-01,5.440000000000000391e-01,5.440000000000000391e-01,5.440000000000000391e-01
5.460000000000000409e-01,5.460000000000000409e-01,5.460000000000000409e-01,5.460000000000000409e-01,5.460000000000000409e-01
5.480000000000000426e-01,5.480000000000000426e-01,5.480000000000000426e-01,5.480000000000000426e-01,5.480000000000000426e-01
5.500000000000000444e-01,5.500000000000000444e-01,5.500000000000000444e-01,5.500000000000000444e-01,5.500000000000000444e-01
5.520000000000000462e-01,5.520000000000000462e-01,5.520000000000000462e-01,5.520000000000000462e-01,5.520000000000000462e-01
5.540000000000000480e-01,5.540000000000000480e-01,5.540000000000000480e-01,5.540000000000000480e-01,5.540000000000000480e-01
5.560000000000000497e-01,5.560000000000000497e-01,5.560000000000000497e-01,5.560000000000000497e-01,5.560000000000000497e-01
5.580000000000000515e-01,5.580000000000000515e-01,5.580000000000000515e-01,5.580000000000000515e-01,5.580000000000000515e-01
5.600000000000000533e-01,5.600000000000000533e-01,5.600000000000000533e-01,5.600000000000000533e-01,5.600000000000000533e-01
5.620000000000000551e-01,5.620000000000000551e-01,5.620000000000000551e-01,5.620000000000000551e-01,5.620000000000000551e-01
5.640000000000000568e-01,5.640000000000000568e-01,5.640000000000000568e-01,5.640000000000000568e-01,5.640000000000000568e-01
5.660000000000000586e-01,5.660000000000000586e-01,5.660000000000000586e-01,5.660000000000000586e-01,5.660000000000000586e-01
5.679999999999999494e-01,5.679999999999999494e-01,5.679999999999999494e-01,5.679999999999999494e-01,5.679999999999999494e-01
5.699999999999999512e-01,5.699999999999999512e-01,5.699999999999999512e-01,5.699999999999999512e-01,5.699999999999999512e-01
5.719999999999999529e-01,5.719999999999999529e-01,5.719999999999999529e-01,5.719999999999999529e-01,5.719999999999999529e-01
5.739999999999999547e-01,5.739999999999999547e-01,5.739999999999999547e-01,5.739999999999999547e-01,5.739999999999999547e-01
5.759999999999999565e-01,5.759999999999999565e-01,5.759999999999999565e-01,5.759999999999999565e-01,5.759999999999999565e-01
5.779999999999999583e-01,5.779999999999999583e-01,5.779999999999999583e-01,5.779999999999999583e-01,5.779999999999999583e-01
5.799999999999999600e-01,5.799999999999999600e-01,5.799999999999999600e-01,5.799999999999999600e-01,5.799999999999999600e-01
5.819999999999999618e-01,5.819999999999999618e-01,5.819999999999999618e-01,5.819999999999999618e-01,5.819999999999999618e-01
5.839999999999999636e-01,5.839999999999999636e-01,5.839999999999999636e-01,5.839999999999999636e-01,5.839999999999999636e-01
5.859999999999999654e-01,5.859999999999999654e-01,5.859999999999999654e-01,5.859999999999999654e-01,5.859999999999999654e-01
5.879999999999999671e-01,5.879999999999999671e-01,5.879999999999999671e-01,5.879999999999999671e-01,5.879999999999999671e-01
